VACCINE,STATE,APPLICANTS,VACCINATED,YEAR
Vitamin A Dose-5,Chhattisgarh,576000,395276,2017
Vitamin A Dose-5,Chhattisgarh,555000,359213,2018
Vitamin A Dose-5,Chhattisgarh,560600,337565,2019
Vitamin A Dose-5,Himachal Pradesh,115000,7291,2008
Vitamin A Dose-5,Himachal Pradesh,116000,125423,2009
Vitamin A Dose-5,Himachal Pradesh,117000,114939,2010
Vitamin A Dose-5,Himachal Pradesh,115000,88600,2011
Vitamin A Dose-5,Himachal Pradesh,116000,95186,2012
Vitamin A Dose-5,Himachal Pradesh,117000,84577,2013
Vitamin A Dose-5,Himachal Pradesh,118000,87284,2014
Vitamin A Dose-5,Himachal Pradesh,119000,98779,2015
Vitamin A Dose-5,Himachal Pradesh,124000,85228,2016
Vitamin A Dose-5,Himachal Pradesh,121000,90587,2017
Vitamin A Dose-5,Himachal Pradesh,114000,37256,2018
Vitamin A Dose-5,Himachal Pradesh,115200,31247,2019
Vitamin A Dose-5,Jammu & Kashmir,230000,55399,2008
Vitamin A Dose-5,Jammu & Kashmir,233000,146693,2009
Vitamin A Dose-5,Jammu & Kashmir,237000,138530,2010
Vitamin A Dose-5,Jammu & Kashmir,246000,120041,2011
Vitamin A Dose-5,Jammu & Kashmir,249000,86947,2012
Vitamin A Dose-5,Jammu & Kashmir,252000,68755,2013
Vitamin A Dose-5,Jammu & Kashmir,254000,70034,2014
Vitamin A Dose-5,Jammu & Kashmir,258000,136254,2015
Vitamin A Dose-5,Jammu & Kashmir,256000,120714,2016
Vitamin A Dose-5,Jammu & Kashmir,263000,169234,2017
Vitamin A Dose-5,Jammu & Kashmir,311000,161342,2018
Vitamin A Dose-5,Jammu & Kashmir,313500,154675,2019
Vitamin A Dose-5,Jharkhand,670000,168327,2008
Vitamin A Dose-5,Jharkhand,680000,72195,2009
Vitamin A Dose-5,Jharkhand,689000,64674,2010
Vitamin A Dose-5,Jharkhand,647000,449690,2011
Vitamin A Dose-5,Jharkhand,656000,47335,2012
Vitamin A Dose-5,Jharkhand,665000,11693,2013
Vitamin A Dose-5,Jharkhand,673000,3290,2014
Vitamin A Dose-5,Jharkhand,683000,449821,2015
Vitamin A Dose-5,Jharkhand,685000,505109,2016
Vitamin A Dose-5,Jharkhand,701000,271763,2017
Vitamin A Dose-5,Jharkhand,838000,452940,2018
Vitamin A Dose-5,Jharkhand,847600,908131,2019
Vitamin A Dose-5,Madhya Pradesh,1680000,1001154,2008
Vitamin A Dose-5,Madhya Pradesh,1707000,1407844,2009
Vitamin A Dose-5,Madhya Pradesh,1735000,1299920,2010
Vitamin A Dose-5,Madhya Pradesh,1624000,942805,2011
Vitamin A Dose-5,Madhya Pradesh,1649000,1207637,2012
Vitamin A Dose-5,Madhya Pradesh,1675000,767025,2013
Vitamin A Dose-5,Madhya Pradesh,1700000,914973,2014
Vitamin A Dose-5,Madhya Pradesh,1728000,1151958,2015
Vitamin A Dose-5,Madhya Pradesh,1739000,1084234,2016
Vitamin A Dose-5,Madhya Pradesh,1777000,996060,2017
Vitamin A Dose-5,Madhya Pradesh,1691000,1116610,2018
Vitamin A Dose-5,Madhya Pradesh,1713000,1382990,2019
Vitamin A Dose-5,Odisha,736000,226446,2008
Vitamin A Dose-5,Odisha,743000,688601,2009
Vitamin A Dose-5,Odisha,750000,631267,2010
Vitamin A Dose-5,Odisha,709000,652921,2011
Vitamin A Dose-5,Odisha,715000,607389,2012
Vitamin A Dose-5,Odisha,721000,660775,2013
Vitamin A Dose-5,Odisha,727000,663037,2014
Vitamin A Dose-5,Odisha,733000,480687,2015
Vitamin A Dose-5,Odisha,739000,327567,2016
Vitamin A Dose-5,Odisha,745000,515118,2017
Vitamin A Dose-5,Odisha,753000,1055604,2018
Vitamin A Dose-5,Odisha,758000,529456,2019
Vitamin A Dose-5,Rajasthan,1541000,322230,2008
Vitamin A Dose-5,Rajasthan,1567000,804309,2009
Vitamin A Dose-5,Rajasthan,1593000,722484,2010
Vitamin A Dose-5,Rajasthan,1478000,561234,2011
Vitamin A Dose-5,Rajasthan,1500000,534560,2012
Vitamin A Dose-5,Rajasthan,1523000,492268,2013
Vitamin A Dose-5,Rajasthan,1545000,581830,2014
Vitamin A Dose-5,Rajasthan,1569000,582551,2015
Vitamin A Dose-5,Rajasthan,1589000,561799,2016
Vitamin A Dose-5,Rajasthan,1611000,707089,2017
Vitamin A Dose-5,Rajasthan,1721000,555106,2018
Vitamin A Dose-5,Rajasthan,1742500,733485,2019
Vitamin A Dose-5,Uttar Pradesh,4945000,1220511,2008
Vitamin A Dose-5,Uttar Pradesh,5036000,2795297,2009
Vitamin A Dose-5,Uttar Pradesh,5126000,1163391,2010
Vitamin A Dose-5,Uttar Pradesh,4974000,635114,2011
Vitamin A Dose-5,Uttar Pradesh,5059000,747066,2012
Vitamin A Dose-5,Uttar Pradesh,5146000,2327765,2013
Vitamin A Dose-5,Uttar Pradesh,5231000,2627942,2014
Vitamin A Dose-5,Uttar Pradesh,5323000,2909589,2015
Vitamin A Dose-5,Uttar Pradesh,5407000,1897473,2016
Vitamin A Dose-5,Uttar Pradesh,5489000,2566043,2017
Vitamin A Dose-5,Uttar Pradesh,4735000,699484,2018
Vitamin A Dose-5,Uttar Pradesh,4804400,2130456,2019
Vitamin A Dose-5,Uttarakhand,210000,4579,2008
Vitamin A Dose-5,Uttarakhand,213000,66011,2009
Vitamin A Dose-5,Uttarakhand,217000,92779,2010
Vitamin A Dose-5,Uttarakhand,214000,55325,2011
Vitamin A Dose-5,Uttarakhand,216000,54227,2012
Vitamin A Dose-5,Uttarakhand,219000,6475,2013
Vitamin A Dose-5,Uttarakhand,222000,42559,2014
Vitamin A Dose-5,Uttarakhand,226000,46671,2015
Vitamin A Dose-5,Uttarakhand,228000,58566,2016
Vitamin A Dose-5,Uttarakhand,231000,10373,2017
Vitamin A Dose-5,Uttarakhand,204000,4290,2018
Vitamin A Dose-5,Uttarakhand,206000,58519,2019
Vitamin A Dose-5,Andhra Pradesh Old,1434000,500207,2008
Vitamin A Dose-5,Andhra Pradesh Old,1448000,745079,2009
Vitamin A Dose-5,Andhra Pradesh Old,1461000,757854,2010
Vitamin A Dose-5,Andhra Pradesh Old,1362000,306852,2011
Vitamin A Dose-5,Andhra Pradesh Old,1373000,189668,2012
Vitamin A Dose-5,Andhra Pradesh Old,1385000,710369,2013
Vitamin A Dose-5,Goa,28000,8747,2008
Vitamin A Dose-5,Goa,29000,8502,2009
Vitamin A Dose-5,Goa,30000,8390,2010
Vitamin A Dose-5,Goa,23000,9195,2011
Vitamin A Dose-5,Goa,24000,10857,2012
Vitamin A Dose-5,Goa,25000,9262,2013
Vitamin A Dose-5,Goa,25000,10450,2014
Vitamin A Dose-5,Goa,26000,11785,2015
Vitamin A Dose-5,Goa,27000,11213,2016
Vitamin A Dose-5,Goa,27000,10936,2017
Vitamin A Dose-5,Goa,24000,10894,2018
Vitamin A Dose-5,Goa,24700,10228,2019
Vitamin A Dose-5,Gujarat,1112000,230611,2008
Vitamin A Dose-5,Gujarat,1128000,1365771,2009
Vitamin A Dose-5,Gujarat,1144000,889397,2010
Vitamin A Dose-5,Gujarat,1071000,1117375,2011
Vitamin A Dose-5,Gujarat,1085000,1076440,2012
Vitamin A Dose-5,Gujarat,1099000,774445,2013
Vitamin A Dose-5,Gujarat,1112000,746133,2014
Vitamin A Dose-5,Gujarat,1127000,826640,2015
Vitamin A Dose-5,Gujarat,1199000,628245,2016
Vitamin A Dose-5,Gujarat,1153000,714855,2017
Vitamin A Dose-5,Gujarat,1223000,599223,2018
Vitamin A Dose-5,Gujarat,1235200,453744,2019
Vitamin A Dose-5,Haryana,498000,66922,2008
Vitamin A Dose-5,Haryana,506000,281049,2009
Vitamin A Dose-5,Haryana,515000,310985,2010
Vitamin A Dose-5,Haryana,477000,275767,2011
Vitamin A Dose-5,Haryana,485000,123700,2012
Vitamin A Dose-5,Haryana,493000,159633,2013
Vitamin A Dose-5,Haryana,500000,291776,2014
Vitamin A Dose-5,Haryana,508000,250302,2015
Vitamin A Dose-5,Haryana,507000,80721,2016
Vitamin A Dose-5,Haryana,523000,227072,2017
Vitamin A Dose-5,Haryana,531000,208758,2018
Vitamin A Dose-5,Haryana,538400,332584,2019
Vitamin A Dose-5,Karnataka,1024000,539734,2008
Vitamin A Dose-5,Karnataka,1035000,551911,2009
Vitamin A Dose-5,Karnataka,1045000,456150,2010
Vitamin A Dose-5,Karnataka,1004000,518890,2011
Vitamin A Dose-5,Karnataka,1015000,535086,2012
Vitamin A Dose-5,Karnataka,1025000,595938,2013
Vitamin A Dose-5,Karnataka,1035000,631152,2014
Vitamin A Dose-5,Karnataka,1045000,128902,2015
Vitamin A Dose-5,Karnataka,1077000,648528,2016
Vitamin A Dose-5,Karnataka,1063000,1088514,2017
Vitamin A Dose-5,Karnataka,1084000,151708,2018
Vitamin A Dose-5,Karnataka,1092300,718307,2019
Vitamin A Dose-5,Kerala,535000,78423,2008
Vitamin A Dose-5,Kerala,539000,317957,2009
Vitamin A Dose-5,Kerala,543000,315505,2010
Vitamin A Dose-5,Kerala,497000,244304,2011
Vitamin A Dose-5,Kerala,500000,180542,2012
Vitamin A Dose-5,Kerala,503000,137137,2013
Vitamin A Dose-5,Kerala,506000,157244,2014
Vitamin A Dose-5,Kerala,510000,204499,2015
Vitamin A Dose-5,Kerala,522000,183257,2016
Vitamin A Dose-5,Kerala,515000,314896,2017
Vitamin A Dose-5,Kerala,505000,296738,2018
Vitamin A Dose-5,Kerala,507800,263834,2019
Vitamin A Dose-5,Maharashtra,2031000,740255,2008
Vitamin A Dose-5,Maharashtra,2060000,850009,2009
Vitamin A Dose-5,Maharashtra,2089000,732580,2010
Vitamin A Dose-5,Maharashtra,1978000,185558,2011
Vitamin A Dose-5,Maharashtra,2004000,92385,2012
Vitamin A Dose-5,Maharashtra,2031000,647521,2013
Vitamin A Dose-5,Maharashtra,2057000,809898,2014
Vitamin A Dose-5,Maharashtra,2085000,1200055,2015
Vitamin A Dose-5,Maharashtra,2138000,954346,2016
Vitamin A Dose-5,Maharashtra,2134000,1052975,2017
Vitamin A Dose-5,Maharashtra,2075000,988962,2018
Vitamin A Dose-5,Maharashtra,2097900,885893,2019
Vitamin A Dose-5,Punjab,469000,43051,2008
Vitamin A Dose-5,Punjab,475000,246493,2009
Vitamin A Dose-5,Punjab,480000,401498,2010
Vitamin A Dose-5,Punjab,464000,232106,2011
Vitamin A Dose-5,Punjab,469000,151476,2012
Vitamin A Dose-5,Punjab,474000,244515,2013
Vitamin A Dose-5,Punjab,478000,232545,2014
Vitamin A Dose-5,Punjab,483000,224260,2015
Vitamin A Dose-5,Punjab,488000,251944,2016
Vitamin A Dose-5,Punjab,492000,247574,2017
Vitamin A Dose-5,Punjab,450000,254480,2018
Vitamin A Dose-5,Punjab,453600,77117,2019
Vitamin A Dose-5,Tamil Nadu,1055000,0,2008
Vitamin A Dose-5,Tamil Nadu,1062000,1036940,2009
Vitamin A Dose-5,Tamil Nadu,1069000,1484712,2010
Vitamin A Dose-5,Tamil Nadu,1070000,1135479,2011
Vitamin A Dose-5,Tamil Nadu,1076000,748205,2012
Vitamin A Dose-5,Tamil Nadu,1083000,774472,2013
Vitamin A Dose-5,Tamil Nadu,1089000,665120,2014
Vitamin A Dose-5,Tamil Nadu,1095000,553961,2015
Vitamin A Dose-5,Tamil Nadu,1101000,620920,2016
Vitamin A Dose-5,Tamil Nadu,1106000,26747,2017
Vitamin A Dose-5,Tamil Nadu,1097000,595057,2018
Vitamin A Dose-5,Tamil Nadu,1101600,546276,2019
Vitamin A Dose-5,West Bengal,1518000,668022,2008
Vitamin A Dose-5,West Bengal,1532000,877977,2009
Vitamin A Dose-5,West Bengal,1546000,967888,2010
Vitamin A Dose-5,West Bengal,1394000,723020,2011
Vitamin A Dose-5,West Bengal,1407000,181339,2012
Vitamin A Dose-5,West Bengal,1419000,439548,2013
Vitamin A Dose-5,West Bengal,1432000,1078697,2014
Vitamin A Dose-5,West Bengal,1445000,1168867,2015
Vitamin A Dose-5,West Bengal,1458000,1329790,2016
Vitamin A Dose-5,West Bengal,1470000,1397344,2017
Vitamin A Dose-5,West Bengal,1610000,960031,2018
Vitamin A Dose-5,West Bengal,1622400,573867,2019
Vitamin A Dose-5,A & N Islands,8000,23888,2008
Vitamin A Dose-5,A & N Islands,8000,6036,2009
Vitamin A Dose-5,A & N Islands,8000,4165,2010
Vitamin A Dose-5,A & N Islands,6000,761,2011
Vitamin A Dose-5,A & N Islands,6000,4513,2012
Vitamin A Dose-5,A & N Islands,6000,5754,2013
Vitamin A Dose-5,A & N Islands,7000,6372,2014
Vitamin A Dose-5,A & N Islands,7000,6339,2015
Vitamin A Dose-5,A & N Islands,7000,5576,2016
Vitamin A Dose-5,A & N Islands,7000,4741,2017
Vitamin A Dose-5,A & N Islands,7000,4690,2018
Vitamin A Dose-5,A & N Islands,7000,4219,2019
Vitamin A Dose-5,Chandigarh,22000,2026,2008
Vitamin A Dose-5,Chandigarh,23000,8996,2009
Vitamin A Dose-5,Chandigarh,24000,9216,2010
Vitamin A Dose-5,Chandigarh,17000,9333,2011
Vitamin A Dose-5,Chandigarh,18000,9408,2012
Vitamin A Dose-5,Chandigarh,19000,7870,2013
Vitamin A Dose-5,Chandigarh,20000,1658,2014
Vitamin A Dose-5,Chandigarh,20000,12557,2015
Vitamin A Dose-5,Chandigarh,21000,16444,2016
Vitamin A Dose-5,Chandigarh,22000,7150,2017
Vitamin A Dose-5,Chandigarh,23000,15858,2018
Vitamin A Dose-5,Chandigarh,23700,13807,2019
Vitamin A Dose-5,Dadra & Nagar Haveli,5000,6232,2008
Vitamin A Dose-5,Dadra & Nagar Haveli,6000,2202,2009
Vitamin A Dose-5,Dadra & Nagar Haveli,6000,3248,2010
Vitamin A Dose-5,Dadra & Nagar Haveli,6000,2811,2011
Vitamin A Dose-5,Dadra & Nagar Haveli,6000,4280,2012
Vitamin A Dose-5,Dadra & Nagar Haveli,6000,3399,2013
Vitamin A Dose-5,Dadra & Nagar Haveli,6000,547,2014
Vitamin A Dose-5,Dadra & Nagar Haveli,6000,1053,2015
Vitamin A Dose-5,Dadra & Nagar Haveli,7000,1707,2016
Vitamin A Dose-5,Dadra & Nagar Haveli,7000,2070,2017
Vitamin A Dose-5,Dadra & Nagar Haveli,10000,3380,2018
Vitamin A Dose-5,Dadra & Nagar Haveli,10400,4253,2019
Vitamin A Dose-5,Daman & Diu,4000,0,2008
Vitamin A Dose-5,Daman & Diu,4000,0,2009
Vitamin A Dose-5,Daman & Diu,5000,1789,2010
Vitamin A Dose-5,Daman & Diu,4000,1171,2011
Vitamin A Dose-5,Daman & Diu,4000,1020,2012
Vitamin A Dose-5,Daman & Diu,4000,1199,2013
Vitamin A Dose-5,Daman & Diu,4000,1203,2014
Vitamin A Dose-5,Daman & Diu,5000,1280,2015
Vitamin A Dose-5,Daman & Diu,5000,982,2016
Vitamin A Dose-5,Daman & Diu,5000,3057,2017
Vitamin A Dose-5,Daman & Diu,6000,3542,2018
Vitamin A Dose-5,Daman & Diu,5800,3263,2019
Vitamin A Dose-5,Delhi,286000,30308,2008
Vitamin A Dose-5,Delhi,294000,80631,2009
Vitamin A Dose-5,Delhi,303000,115136,2010
Vitamin A Dose-5,Delhi,266000,80604,2011
Vitamin A Dose-5,Delhi,273000,61647,2012
Vitamin A Dose-5,Delhi,281000,107811,2013
Vitamin A Dose-5,Delhi,289000,232685,2014
Vitamin A Dose-5,Delhi,299000,153519,2015
Vitamin A Dose-5,Delhi,279000,131455,2016
Vitamin A Dose-5,Delhi,316000,124828,2017
Vitamin A Dose-5,Delhi,350000,178851,2018
Vitamin A Dose-5,Delhi,359400,26925,2019
Vitamin A Dose-5,Lakshadweep,1000,0,2008
Vitamin A Dose-5,Lakshadweep,1000,0,2009
Vitamin A Dose-5,Lakshadweep,1000,447,2010
Vitamin A Dose-5,Lakshadweep,1000,654,2011
Vitamin A Dose-5,Lakshadweep,1000,618,2012
Vitamin A Dose-5,Lakshadweep,1000,54,2013
Vitamin A Dose-5,Lakshadweep,1000,0,2014
Vitamin A Dose-5,Lakshadweep,1000,143,2015
Vitamin A Dose-5,Lakshadweep,1000,561,2016
Vitamin A Dose-5,Lakshadweep,1000,43,2017
Vitamin A Dose-5,Puducherry,21000,48648,2008
Vitamin A Dose-5,Puducherry,22000,17288,2009
Vitamin A Dose-5,Puducherry,23000,14878,2010
Vitamin A Dose-5,Puducherry,20000,7784,2011
Vitamin A Dose-5,Puducherry,21000,1551,2012
Vitamin A Dose-5,Puducherry,22000,5250,2013
Vitamin A Dose-5,Puducherry,23000,7891,2014
Vitamin A Dose-5,Puducherry,24000,10243,2015
Vitamin A Dose-5,Puducherry,24000,9095,2016
Vitamin A Dose-5,Puducherry,25000,11619,2017
Vitamin A Dose-9,All India,24199000,2931436,2008
Vitamin A Dose-9,All India,24542000,8696314,2009
Vitamin A Dose-9,All India,24887000,8391519,2010
Vitamin A Dose-9,All India,22919000,7490904,2011
Vitamin A Dose-9,All India,23220000,6976980,2012
Vitamin A Dose-9,All India,23528000,8767246,2013
Vitamin A Dose-9,All India,23825000,10724599,2014
Vitamin A Dose-9,All India,24150000,11293997,2015
Vitamin A Dose-9,All India,24502000,9958431,2016
Vitamin A Dose-9,All India,24726000,11361649,2017
Vitamin A Dose-9,All India,26028000,9190067,2018
Vitamin A Dose-9,All India,26313900,10838021,2019
Vitamin A Dose-9,Arunachal Pradesh,23000,162,2008
Vitamin A Dose-9,Arunachal Pradesh,24000,2774,2009
Vitamin A Dose-9,Arunachal Pradesh,24000,1730,2010
Vitamin A Dose-9,Arunachal Pradesh,20000,535,2011
Vitamin A Dose-9,Arunachal Pradesh,20000,2202,2012
Vitamin A Dose-9,Arunachal Pradesh,21000,502,2013
Vitamin A Dose-9,Arunachal Pradesh,21000,1548,2014
Vitamin A Dose-9,Arunachal Pradesh,21000,2718,2015
Vitamin A Dose-9,Arunachal Pradesh,21000,1668,2016
Vitamin A Dose-9,Arunachal Pradesh,22000,2686,2017
Vitamin A Dose-9,Arunachal Pradesh,33000,3747,2018
Vitamin A Dose-9,Arunachal Pradesh,33600,4422,2019
Vitamin A Dose-9,Assam,649000,0,2008
Vitamin A Dose-9,Assam,657000,82265,2009
Vitamin A Dose-9,Assam,665000,205827,2010
Vitamin A Dose-9,Assam,592000,219725,2011
Vitamin A Dose-9,Assam,599000,206489,2012
Vitamin A Dose-9,Assam,606000,191600,2013
Vitamin A Dose-9,Assam,613000,178705,2014
Vitamin A Dose-9,Assam,621000,197767,2015
Vitamin A Dose-9,Assam,628000,218665,2016
Vitamin A Dose-9,Assam,635000,243743,2017
Vitamin A Dose-9,Assam,739000,261328,2018
Vitamin A Dose-9,Assam,746500,183941,2019
Vitamin A Dose-9,Manipur,46000,4,2008
Vitamin A Dose-9,Manipur,47000,5136,2009
Vitamin A Dose-9,Manipur,47000,4030,2010
Vitamin A Dose-9,Manipur,37000,4037,2011
Vitamin A Dose-9,Manipur,38000,5928,2012
Vitamin A Dose-9,Manipur,43000,2662,2013
Vitamin A Dose-9,Manipur,43000,8209,2014
Vitamin A Dose-9,Manipur,44000,10217,2015
Vitamin A Dose-9,Manipur,44000,14449,2016
Vitamin A Dose-9,Manipur,45000,14211,2017
Vitamin A Dose-9,Manipur,57000,13445,2018
Vitamin A Dose-9,Manipur,57900,17372,2019
Vitamin A Dose-9,Meghalaya,50000,66,2008
Vitamin A Dose-9,Meghalaya,50000,4283,2009
Vitamin A Dose-9,Meghalaya,51000,15786,2010
Vitamin A Dose-9,Meghalaya,43000,14145,2011
Vitamin A Dose-9,Meghalaya,44000,11334,2012
Vitamin A Dose-9,Meghalaya,44000,1517,2013
Vitamin A Dose-9,Meghalaya,45000,5330,2014
Vitamin A Dose-9,Meghalaya,45000,6763,2015
Vitamin A Dose-9,Meghalaya,46000,7762,2016
Vitamin A Dose-9,Meghalaya,46000,10426,2017
Vitamin A Dose-9,Meghalaya,87000,6574,2018
Vitamin A Dose-9,Meghalaya,88300,8729,2019
Vitamin A Dose-9,Mizoram,19000,178,2008
Vitamin A Dose-9,Mizoram,19000,5850,2009
Vitamin A Dose-9,Mizoram,19000,3944,2010
Vitamin A Dose-9,Mizoram,16000,6486,2011
Vitamin A Dose-9,Mizoram,16000,9816,2012
Vitamin A Dose-9,Mizoram,16000,8336,2013
Vitamin A Dose-9,Mizoram,17000,10215,2014
Vitamin A Dose-9,Mizoram,17000,2121,2015
Vitamin A Dose-9,Mizoram,17000,6984,2016
Vitamin A Dose-9,Mizoram,17000,7356,2017
Vitamin A Dose-9,Mizoram,25000,7230,2018
Vitamin A Dose-9,Mizoram,24900,5262,2019
Vitamin A Dose-9,Nagaland,43000,0,2008
Vitamin A Dose-9,Nagaland,43000,1647,2009
Vitamin A Dose-9,Nagaland,44000,2933,2010
Vitamin A Dose-9,Nagaland,29000,2614,2011
Vitamin A Dose-9,Nagaland,29000,4718,2012
Vitamin A Dose-9,Nagaland,30000,3128,2013
Vitamin A Dose-9,Nagaland,30000,1829,2014
Vitamin A Dose-9,Nagaland,30000,941,2015
Vitamin A Dose-9,Nagaland,31000,2953,2016
Vitamin A Dose-9,Nagaland,31000,3563,2017
Vitamin A Dose-9,Nagaland,46000,3951,2018
Vitamin A Dose-9,Nagaland,46800,3542,2019
Vitamin A Dose-9,Sikkim,12000,51,2008
Vitamin A Dose-9,Sikkim,12000,6826,2009
Vitamin A Dose-9,Sikkim,12000,3542,2010
Vitamin A Dose-9,Sikkim,9000,5142,2011
Vitamin A Dose-9,Sikkim,9000,5975,2012
Vitamin A Dose-9,Sikkim,9000,5858,2013
Vitamin A Dose-9,Sikkim,9000,6116,2014
Vitamin A Dose-9,Sikkim,9000,6026,2015
Vitamin A Dose-9,Sikkim,9000,3453,2016
Vitamin A Dose-9,Sikkim,10000,5342,2017
Vitamin A Dose-9,Sikkim,10000,6027,2018
Vitamin A Dose-9,Sikkim,10400,4977,2019
Vitamin A Dose-9,Tripura,68000,2682,2008
Vitamin A Dose-9,Tripura,69000,14433,2009
Vitamin A Dose-9,Tripura,70000,9575,2010
Vitamin A Dose-9,Tripura,54000,3807,2011
Vitamin A Dose-9,Tripura,54000,7222,2012
Vitamin A Dose-9,Tripura,55000,8053,2013
Vitamin A Dose-9,Tripura,55000,8906,2014
Vitamin A Dose-9,Tripura,56000,7966,2015
Vitamin A Dose-9,Tripura,57000,7143,2016
Vitamin A Dose-9,Tripura,57000,8776,2017
Vitamin A Dose-9,Tripura,74000,7934,2018
Vitamin A Dose-9,Tripura,74200,9814,2019
Vitamin A Dose-9,Bihar,2436000,249544,2008
Vitamin A Dose-9,Bihar,2471000,218188,2009
Vitamin A Dose-9,Bihar,2506000,82091,2010
Vitamin A Dose-9,Bihar,2188000,196585,2011
Vitamin A Dose-9,Bihar,2216000,147964,2012
Vitamin A Dose-9,Bihar,2244000,214891,2013
Vitamin A Dose-9,Bihar,2271000,177530,2014
Vitamin A Dose-9,Bihar,2300000,44393,2015
Vitamin A Dose-9,Bihar,2326000,246361,2016
Vitamin A Dose-9,Bihar,2352000,45232,2017
Vitamin A Dose-9,Bihar,3042000,15261,2018
Vitamin A Dose-9,Bihar,3072700,197170,2019
Vitamin A Dose-9,Chhattisgarh,536000,292306,2008
Vitamin A Dose-9,Chhattisgarh,544000,378977,2009
Vitamin A Dose-9,Chhattisgarh,551000,296935,2010
Vitamin A Dose-9,Chhattisgarh,526000,300529,2011
Vitamin A Dose-9,Chhattisgarh,533000,294145,2012
Vitamin A Dose-9,Chhattisgarh,540000,125402,2013
Vitamin A Dose-9,Chhattisgarh,547000,294510,2014
Vitamin A Dose-9,Chhattisgarh,554000,489008,2015
Vitamin A Dose-9,Chhattisgarh,561000,340100,2016
Vitamin A Dose-9,Chhattisgarh,568000,413605,2017
Vitamin A Dose-9,Chhattisgarh,575000,367409,2018
Vitamin A Dose-9,Chhattisgarh,580800,360144,2019
Vitamin A Dose-9,Himachal Pradesh,118000,0,2008
Vitamin A Dose-9,Himachal Pradesh,119000,130870,2009
Vitamin A Dose-9,Himachal Pradesh,121000,119846,2010
Vitamin A Dose-9,Himachal Pradesh,114000,91006,2011
Vitamin A Dose-9,Himachal Pradesh,115000,94026,2012
Vitamin A Dose-9,Himachal Pradesh,116000,77032,2013
Vitamin A Dose-9,Himachal Pradesh,117000,76514,2014
Vitamin A Dose-9,Himachal Pradesh,118000,87008,2015
Vitamin A Dose-9,Himachal Pradesh,124000,78246,2016
Vitamin A Dose-9,Himachal Pradesh,120000,85299,2017
Vitamin A Dose-9,Himachal Pradesh,119000,36350,2018
Vitamin A Dose-9,Himachal Pradesh,119800,33465,2019
Vitamin A Dose-9,Jammu & Kashmir,218000,13933,2008
Vitamin A Dose-9,Jammu & Kashmir,221000,41410,2009
Vitamin A Dose-9,Jammu & Kashmir,224000,69370,2010
Vitamin A Dose-9,Jammu & Kashmir,246000,72830,2011
Vitamin A Dose-9,Jammu & Kashmir,249000,55916,2012
Vitamin A Dose-9,Jammu & Kashmir,252000,44465,2013
Vitamin A Dose-9,Jammu & Kashmir,254000,48671,2014
Vitamin A Dose-9,Jammu & Kashmir,258000,98374,2015
Vitamin A Dose-9,Jammu & Kashmir,256000,96488,2016
Vitamin A Dose-9,Jammu & Kashmir,263000,155818,2017
Vitamin A Dose-9,Jammu & Kashmir,318000,157700,2018
Vitamin A Dose-9,Jammu & Kashmir,321000,150210,2019
Vitamin A Dose-9,Jharkhand,713000,49601,2008
Vitamin A Dose-9,Jharkhand,723000,61119,2009
Vitamin A Dose-9,Jharkhand,733000,48083,2010
Vitamin A Dose-9,Jharkhand,629000,494761,2011
Vitamin A Dose-9,Jharkhand,637000,20281,2012
Vitamin A Dose-9,Jharkhand,646000,3892,2013
Vitamin A Dose-9,Jharkhand,655000,1708,2014
Vitamin A Dose-9,Jharkhand,664000,341730,2015
Vitamin A Dose-9,Jharkhand,666000,381383,2016
Vitamin A Dose-9,Jharkhand,681000,232355,2017
Vitamin A Dose-9,Jharkhand,850000,448613,2018
Vitamin A Dose-9,Jharkhand,859600,913385,2019
Vitamin A Dose-9,Madhya Pradesh,1657000,145025,2008
Vitamin A Dose-9,Madhya Pradesh,1684000,872077,2009
Vitamin A Dose-9,Madhya Pradesh,1712000,931468,2010
Vitamin A Dose-9,Madhya Pradesh,1607000,723810,2011
Vitamin A Dose-9,Madhya Pradesh,1632000,1016153,2012
Vitamin A Dose-9,Madhya Pradesh,1657000,651120,2013
Vitamin A Dose-9,Madhya Pradesh,1682000,828666,2014
Vitamin A Dose-9,Madhya Pradesh,1709000,1068651,2015
Vitamin A Dose-9,Madhya Pradesh,1720000,1025277,2016
Vitamin A Dose-9,Madhya Pradesh,1758000,1027483,2017
Vitamin A Dose-9,Madhya Pradesh,1720000,1123338,2018
Vitamin A Dose-9,Madhya Pradesh,1742800,1381095,2019
Vitamin A Dose-9,Odisha,759000,167935,2008
Vitamin A Dose-9,Odisha,766000,746194,2009
Vitamin A Dose-9,Odisha,773000,687678,2010
Vitamin A Dose-9,Odisha,706000,714186,2011
Vitamin A Dose-9,Odisha,712000,973332,2012
Vitamin A Dose-9,Odisha,718000,944140,2013
Vitamin A Dose-9,Odisha,723000,967377,2014
Vitamin A Dose-9,Odisha,730000,745637,2015
Vitamin A Dose-9,Odisha,736000,515859,2016
Vitamin A Dose-9,Odisha,741000,539138,2017
Vitamin A Dose-9,Odisha,801000,1116451,2018
Vitamin A Dose-9,Odisha,807200,583045,2019
Vitamin A Dose-9,Rajasthan,1586000,8148,2008
Vitamin A Dose-9,Rajasthan,1613000,653937,2009
Vitamin A Dose-9,Rajasthan,1640000,622623,2010
Vitamin A Dose-9,Rajasthan,1439000,463445,2011
